census_block_group,population,elderly_percentage,income,affected_one_ring,Yi_avg_loss_ratio,relief_m,area_km2,road_density_km_per_km2,population_density,centroid_lon,centroid_lat,centroid_x_m,centroid_y_m,zero_vehicle_rate
060371011101,1415.0,16.4664,60545,0,0.5,64.49493408,0.447305036,15.74537351,3163.389378,-118.2881296,34.25935934,157622.6946,-415971.1034,0.1565656565656565
060371011102,1826.0,22.8368,102572,0,0.75,70.48495483,0.354404083,17.37596698,5152.310848,-118.2960924,34.2578108,156892.6759,-416156.0987,0.1966101694915254
060371011103,773.0,24.5796,94375,0,0.916666667,63.26712036,0.340690428,16.04899519,2268.921979,-118.2961338,34.26135334,156881.7985,-415763.1744,0.0897435897435897
060371011221,2754.0,22.5127,145865,1,1.0,174.1890869,1.590034232,9.747034474,1732.038182,-118.2946904,34.27094558,156995.5392,-414696.6591,0.0294530154277699
060371012201,1307.0,20.658,78571,0,0.0,61.94433594,0.332117277,15.84196551,3935.356842,-118.2817171,34.25378611,158224.2724,-416578.6878,0.0
060371012202,2174.0,13.7534,64439,0,0.5,46.19061279,0.366766863,17.06719757,5927.471148,-118.2815564,34.24963617,158247.4153,-417038.7893,0.0363070539419087
060371013001,1080.0,24.9074,89907,1,1.0,266.7424927,1.380526969,9.257124636,782.3099617,-118.2707965,34.25379599,159229.7424,-416559.3081,0.0481283422459893
060371013002,980.0,37.1429,121891,1,0.333333333,87.20843506,0.627037224,17.43491025,1562.905617,-118.270136,34.23863988,159321.236,-418239.5161,0.0609243697478991
060371013003,1077.0,21.6342,109508,0,1.0,53.37011719,0.301040414,17.70458422,3577.592747,-118.2698773,34.24631564,159329.516,-417387.5875,0.0
060371013004,934.0,24.9465,144444,0,0.375,44.75994873,0.2718783,18.48530235,3435.360603,-118.2752597,34.24940372,158827.6694,-417054.0466,0.0200573065902578
060371014001,1079.0,9.2678,61985,0,0.0,49.83718872,0.229931491,25.42055559,4692.70215,-118.2977188,34.25259091,156753.3354,-416737.8574,0.175226586102719
060371014002,1113.0,27.2237,118370,1,0.5,207.6886597,5.272165147,8.664654743,211.1087132,-118.295637,34.24220704,156965.7244,-417886.3373,0.0808270676691729
060371014003,1298.0,21.4176,112639,0,-0.166666667,129.878418,0.807958227,13.91022935,1606.518699,-118.2835188,34.24428973,158077.463,-417635.164,0.0755711775043936
060371021031,1834.0,13.5224,65250,0,0.75,192.5559845,1.186488731,8.687907481,1545.737395,-118.3541879,34.22507925,151606.931,-419881.6571,0.1243455497382199
060371021041,3123.0,17.8674,109762,1,-0.641666667,148.4533691,0.745680404,18.18757656,4188.121322,-118.3420464,34.21228212,152750.08,-421281.7769,0.0524064171122994
060371021042,910.0,22.7473,93750,1,1.0,276.061203,0.913141482,11.21970467,996.5596984,-118.348135,34.21936126,152175.4999,-420506.2691,0.0
060371021051,590.0,15.4237,96719,0,1.0,12.84506226,0.266212813,23.93087773,2216.271986,-118.3511177,34.21094938,151916.9824,-421444.1945,0.0
060371021052,1020.0,16.6667,90104,0,-1.0,15.88554382,0.22654791,30.7755046,4502.358904,-118.3470885,34.20861456,152292.6855,-421696.7336,0.0180722891566265
060371031012,1171.0,8.0273,100625,0,0.0,34.29162598,0.270147744,17.80593288,4334.665112,-118.310431,34.26890188,155550.6127,-414949.3258,0.0268456375838926
060371031022,503.0,17.0974,58036,0,1.0,23.77938843,0.225264877,19.37111407,2232.926883,-118.304838,34.26212313,156078.9253,-415692.1441,0.0
060371031023,1494.0,14.1232,95847,0,-1.0,44.20193481,0.262885638,19.64521632,5683.079567,-118.3075443,34.26539391,155823.3006,-415333.7479,0.0319829424307036
060371031024,903.0,31.4507,85778,0,-0.25,20.11282349,0.1630272,22.35577759,5538.95302,-118.3092077,34.26149253,155677.8827,-415769.2839,0.2008281573498964
060371031025,791.0,14.7914,100179,1,1.0,25.42706299,0.323448528,16.88961432,2445.520482,-118.3135631,34.26331745,155273.3109,-415573.9771,0.1327683615819209
060371033001,1547.0,22.2366,134722,0,1.0,117.3465576,2.870411706,7.931915572,538.9470775,-118.3642474,34.25598046,150621.2227,-416469.6804,0.0
060371041032,2073.0,12.1563,112639,0,1.0,43.46252441,0.508948427,19.71988024,4073.104245,-118.3903974,34.28129209,148165.87,-413702.8616,0.0
060371041052,3011.0,10.2956,36974,0,0.5,9.270843506,0.141090414,13.26930006,21340.9254,-118.4089151,34.27339366,146476.1592,-414607.8849,0.1455223880597015
060371041082,1750.0,18.6286,42723,0,0.25,44.87301636,0.423007184,11.72608356,4137.045577,-118.3929005,34.27534921,147946.6559,-414366.071,0.1060842433697348
060371041083,1392.0,9.9856,137594,0,0.8,21.4173584,0.251828066,18.67322026,5527.580863,-118.3994238,34.27467866,147347.449,-414450.6199,0.0
060371041241,1404.0,16.1681,55797,0,-1.5,36.64938354,0.514146945,28.66308471,2730.736834,-118.3838157,34.2775179,148778.8075,-414111.2616,0.0246478873239436
060371041242,1966.0,12.6144,90238,0,0.666666667,76.04559326,1.02191335,9.403356671,1923.842173,-118.3766126,34.28039846,149436.3518,-413780.3653,0.0
060371042012,1733.0,11.3676,94333,0,1.0,16.64468384,0.337935545,21.44946628,5128.196852,-118.4160771,34.28607797,145793.3765,-413211.7259,0.0
060371042013,1462.0,11.0807,93214,0,1.0,12.58029175,0.338101229,18.89972755,4324.148724,-118.4193592,34.28368339,145495.7316,-413482.4238,0.0743494423791821
060371042031,2753.0,8.1729,65357,0,0.1875,18.26992798,0.353999378,15.01593035,7776.849821,-118.4099779,34.27756879,146370.5642,-414146.3385,0.0564971751412429
060371042032,2429.0,12.4743,64107,0,0.75,15.15811157,0.35399054,18.0453727,6861.765286,-118.4131306,34.28054703,146074.8333,-413820.7954,0.0127041742286751
060371042041,1549.0,16.4622,55625,0,0.0,18.90603638,0.353699586,16.28424562,4379.422716,-118.4066289,34.28264783,146669.3569,-413577.6945,0.0508474576271186
060371042042,2142.0,6.6293,93911,0,0.0,204.5870972,2.31062755,7.926805159,927.0208865,-118.3937279,34.29037525,147842.2473,-412700.3721,0.0
060371043101,1943.0,12.1462,103162,0,-0.5,12.7980957,0.302796682,18.89911042,6416.847068,-118.4229574,34.28158526,145168.4177,-413720.7072,0.0729613733905579
060371043102,1146.0,13.9616,62935,0,-0.888888889,19.68838501,0.647429517,13.37689414,1770.07685,-118.4278913,34.27772944,144721.3896,-414156.0158,0.032520325203252
060371043103,1303.0,15.5027,103977,0,0.75,27.2399292,0.558400849,18.95983947,2333.449175,-118.4343222,34.27197392,144139.9841,-414804.3298,0.022508038585209
060371044011,1671.0,8.7971,73333,0,-0.277777778,30.03210449,0.415535689,23.32437446,4021.315247,-118.4316581,34.26831274,144391.9433,-415206.4447,0.075
060371044012,1306.0,16.8453,67917,0,0.5,10.24145508,0.265581399,17.80122783,4917.513071,-118.4343858,34.26504555,144146.8221,-415573.055,0.1875
060371044031,1465.0,19.727,94107,0,0.533333333,9.326568604,0.299732165,23.37605095,4887.696987,-118.4303421,34.25477816,144537.958,-416705.9437,0.0477707006369426
060371044032,887.0,20.9696,63036,0,0.2,22.85983276,0.393348218,26.91535121,2254.999411,-118.4376566,34.26185504,143851.5386,-415931.973,0.0
060371044041,1647.0,16.8792,88073,0,-0.5,11.22177124,0.274050578,16.94417861,6009.839543,-118.4262294,34.26571697,144896.4825,-415486.1343,0.1420289855072463
060371044042,1676.0,6.6826,75417,0,1.0,10.15856934,0.265570194,17.23480066,6310.949194,-118.4312322,34.26206692,144442.6166,-415898.6999,0.0481012658227848
060371045001,1881.0,8.134,75352,0,-1.875,7.432403564,0.177006994,19.24559148,10626.69876,-118.4289004,34.25849013,144663.8782,-416291.9477,0.0782312925170068
060371045002,1420.0,10.9859,65855,0,0.285714286,10.85247803,0.353996928,16.54938313,4011.334244,-118.4241716,34.25402111,145107.4919,-416780.5035,0.0027397260273972
060371046101,1527.0,17.4198,72375,0,-1.25,12.80111694,0.394656782,13.37642126,3869.184747,-118.42057,34.26192565,145424.5062,-415898.0733,0.2183673469387755
060371046102,1595.0,7.5862,112757,0,0.416666667,8.85635376,0.1974801,17.36888201,8076.763197,-118.4158408,34.2574575,145868.1807,-416386.4949,0.0
060371046202,2302.0,9.9044,80482,0,-0.333333333,11.28552246,0.354064332,16.32538557,6501.643317,-118.4240413,34.25939459,145109.5811,-416184.1829,0.0641025641025641
060371047011,814.0,8.9681,108333,0,0.666666667,10.86056519,0.244178898,17.16104837,3333.621407,-118.412373,34.27054507,146163.1464,-414929.2409,0.0
060371047012,2107.0,8.9226,38917,0,0.0,8.428253174,0.164976285,16.64031542,12771.53262,-118.4161664,34.2677784,145819.0712,-415242.0139,0.1380281690140845
060371047013,970.0,2.7835,73625,0,0.666666667,7.724365234,0.141348638,19.23381219,6862.464433,-118.4190097,34.26570988,145561.1487,-415475.8626,0.0607476635514018
060371047032,925.0,15.3514,45321,0,0.222222222,12.16659546,0.294603378,16.08673282,3139.814643,-118.405045,34.2545911,146867.5056,-416687.8193,0.0526315789473684
060371047041,1745.0,13.2378,57250,0,-1.05,107.4590759,0.68179968,9.71694187,2559.402784,-118.40689,34.26302112,146681.9188,-415755.4691,0.0524193548387096
060371048211,2505.0,9.9002,75139,0,0.0,13.21209717,0.354451628,13.91385803,7067.25488,-118.4147191,34.24508025,145994.4137,-417757.8614,0.1064257028112449
060371048212,926.0,10.0432,61304,0,0.0,7.693664551,0.177350308,17.13209966,5221.304714,-118.419446,34.24954881,145550.8754,-417269.4031,0.1766917293233082
060371048221,2461.0,13.6936,48278,0,0.044642857,21.73568726,0.604353462,17.57209766,4072.1203,-118.4209446,34.24587034,145419.6782,-417679.7803,0.2631578947368421
060371060101,1560.0,10.4487,101597,0,0.555555556,153.8982239,1.55964893,14.4729568,1000.225095,-118.4474309,34.32452906,142837.784,-408993.5574,0.0917030567685589
060371060202,1200.0,27.3333,127396,0,0.818181818,126.7993469,0.581667684,12.19549256,2063.033641,-118.4238626,34.32695686,145001.4118,-408688.4273,0.0
060371061111,2553.0,13.5527,102917,0,0.645833333,70.96966553,1.682182014,7.682436969,1517.671678,-118.4106521,34.31562085,146237.7286,-409925.8092,0.1182336182336182
060371061121,2084.0,9.9808,116027,0,-0.5,64.71127319,0.540135872,16.23965467,3858.288455,-118.4214982,34.31812778,145235.2229,-409664.3513,0.0688405797101449
060371061122,1789.0,21.2409,91133,0,-0.6875,35.92755127,0.453330529,17.845807,3946.347943,-118.4191149,34.3104464,145468.6969,-410512.9024,0.0
060371061131,2446.0,14.35,103795,0,-0.180555556,64.51379395,0.958111343,18.48086021,2552.939195,-118.4250046,34.30812677,144931.0686,-410779.2708,0.0134907251264755
060371061132,1425.0,10.5965,140625,0,0.0,50.73031616,0.485352483,18.35037009,2936.010527,-118.4166848,34.30226127,145707.4537,-411417.2555,0.0308370044052863
060371061141,1386.0,11.6162,50850,0,0.464285714,22.6920166,0.340687607,17.51748895,4068.243085,-118.4218396,34.29813745,145240.7386,-411882.6716,0.0
060371061142,2003.0,1.9471,64313,0,-0.666666667,22.17431641,0.230694755,16.27590635,8682.468758,-118.4330789,34.30787338,144188.6032,-410819.6937,0.0761245674740484
060371064031,917.0,5.9978,130792,0,-0.333333333,26.59506226,0.266959238,18.48496856,3434.981339,-118.4367206,34.30370639,143861.1499,-411287.5263,0.0
060371064032,1292.0,13.5449,98047,0,0.0,18.22238159,0.218944676,18.46662352,5901.034093,-118.440817,34.30317707,143485.1746,-411352.4587,0.0
060371064033,1492.0,7.0375,66406,0,-0.2,27.7772522,0.619738579,11.27287956,2407.466712,-118.4433972,34.30801842,143238.9315,-410819.2433,0.0520833333333333
060371064051,1586.0,4.2245,87165,0,-0.125,36.10565186,0.531332756,10.60190218,2984.946779,-118.446992,34.31292221,142899.2609,-410280.621,0.0582750582750582
060371064052,1633.0,14.3295,78086,0,0.166666667,37.89199829,0.531291205,9.916368822,3073.643954,-118.4504889,34.31562492,142572.6213,-409986.0334,0.036697247706422
060371064061,3433.0,18.3222,97917,0,-1.5,147.4000549,1.372589933,16.23576854,2501.111159,-118.4626694,34.3237341,141437.3838,-409104.6011,0.0748613678373382
060371064062,1517.0,11.0086,97806,0,1.0,24.99630737,0.354519032,14.37675662,4279.036846,-118.4554781,34.31699946,142111.113,-409841.0256,0.0438247011952191
060371064063,1584.0,5.3662,110381,0,0.75,22.57351685,0.286624194,22.33585618,5526.400194,-118.4516661,34.32157191,142453.5405,-409328.0128,0.0
060371064071,1355.0,25.5351,33285,0,1.0,11.29977417,0.088640649,21.29338344,15286.44047,-118.4377668,34.30950329,143754.2885,-410645.9839,0.2627118644067797
060371064072,997.0,9.6289,52589,0,0.39047619,16.35440063,0.143495096,16.63260088,6947.972656,-118.4358101,34.31123558,143931.1511,-410450.8282,0.1818181818181818
060371064081,2922.0,4.8255,55185,0,0.0,18.45410156,0.176929325,15.14928506,16515.0689,-118.440517,34.31287262,143495.0873,-410276.3424,0.0715151515151515
060371064082,811.0,0.9864,43611,0,0.333333333,16.41946411,0.052142431,35.53681288,15553.5519,-118.4385814,34.31458664,143670.0395,-410083.25,0.0700934579439252
060371065102,2155.0,4.0371,82008,0,-0.166666667,44.46801758,1.023812984,10.01632273,2104.876607,-118.4723305,34.31622638,140562.0405,-409951.918,0.0
060371065103,1726.0,12.8621,130110,0,-0.25,194.3927917,3.802775625,9.628286905,453.8790006,-118.489587,34.32668035,138955.9208,-408817.5285,0.0
060371065201,2342.0,12.3826,66154,0,0.125,28.65530396,0.708648522,14.00158454,3304.882361,-118.4580726,34.31032429,141884.4565,-410585.4869,0.1313868613138686
060371065202,1859.0,17.3211,107793,0,0.377777778,53.10681152,1.138588543,10.02074964,1632.723262,-118.4645393,34.30874996,141292.2872,-410769.8075,0.0197628458498023
060371065203,1344.0,4.7619,95833,0,0.0,20.26074219,0.358644679,14.21483536,3747.441629,-118.4577148,34.30629971,141924.6442,-411031.4562,0.1914191419141914
060371066031,1563.0,17.7863,117000,0,0.291666667,291.3865356,4.340371217,7.431943636,360.1074474,-118.5091974,34.31888373,137165.5358,-409711.0944,0.0514705882352941
060371066032,1981.0,23.8264,187543,0,0.0,452.3000793,5.980792433,2.734895409,331.2270108,-118.5286125,34.30809506,135397.9201,-410935.9618,0.0437405731523378
060371066042,1402.0,10.7703,88224,0,1.0,39.45730591,1.296368307,10.01133007,1081.482779,-118.4787866,34.3087758,139981.3314,-410788.0756,0.1089743589743589
060371066043,847.0,21.9599,54769,0,1.0,25.70227051,0.780473848,14.51460297,1085.238156,-118.4682508,34.29839512,140969.3552,-411924.139,0.0339622641509433
060371066411,2197.0,18.6618,114444,0,0.5,92.11972046,1.135490164,14.77916775,1934.84723,-118.5084331,34.29846909,137271.4911,-411974.8946,0.044776119402985
060371066421,1039.0,20.5005,135875,0,1.0,91.16906738,0.68792091,13.56324935,1510.348044,-118.5074564,34.29089674,137374.5971,-412813.5837,0.0
060371066423,996.0,13.755,108170,0,0.5,31.93746948,0.41356384,21.8576671,2408.334345,-118.5062439,34.28020307,137504.8832,-413998.2094,0.0
060371066433,1140.0,32.1053,166375,0,1.0,103.1739502,1.238203869,12.693912,920.6884492,-118.5216761,34.28238776,136080.6388,-413778.1013,0.0526315789473684
060371066451,1162.0,22.2892,128382,0,1.0,75.10507202,0.603823172,15.80156226,1924.40445,-118.4871053,34.28343139,139260.7794,-413612.1181,0.0831556503198294
060371066452,2607.0,21.6724,152866,0,-0.041666667,129.613739,1.924111703,8.647102601,1354.910942,-118.4963905,34.29280065,138389.671,-412586.2647,0.1131339401820546
060371066461,2074.0,21.5043,129250,0,0.803571429,44.5604248,0.829372104,12.75673081,2500.686955,-118.4953692,34.28262687,138501.5788,-413713.4785,0.0575842696629213
060371066481,3461.0,11.3262,82330,0,-0.416666667,35.02798462,0.656675217,17.84171466,5270.489752,-118.4567568,34.29356128,142035.8051,-412443.2634,0.0539956803455723
060371066482,1120.0,17.1429,28929,0,1.0,25.36755371,0.136252822,21.21670489,8220.013258,-118.45139,34.29086668,142534.5892,-412734.1546,0.0
060371066491,1460.0,20.6849,79514,0,1.0,45.01449585,0.354541448,18.33894221,4117.995257,-118.455894,34.28532698,142130.0809,-413355.5007,0.0631229235880398
060371066492,1316.0,13.3739,116250,0,0.0,85.55404663,0.758131524,19.70205975,1735.846564,-118.4628817,34.29108396,141476.5904,-412727.2615,0.0088235294117647
060371070101,1992.0,12.8012,80000,0,-0.145833333,17.72137451,0.265379251,17.06197222,7506.238693,-118.4501992,34.30424584,142619.9079,-411248.0414,0.046189376443418
060371070201,910.0,6.1538,78393,0,-1.0,17.83779907,0.207316028,13.64367858,4389.433897,-118.4519937,34.29749777,142467.0099,-411999.3921,0.0
060371070202,703.0,18.4922,87727,0,0.0,18.65963745,0.261690808,16.60473726,2686.37636,-118.445831,34.29614413,143036.5897,-412140.2898,0.2097378277153558
060371081011,2274.0,24.3624,150000,0,0.25,91.3548584,1.12863351,15.59972926,2014.825875,-118.5416524,34.27930583,134247.2093,-414148.4974,0.0369881109643328
060371081021,1294.0,12.2102,73875,0,0.511309524,75.11083984,0.497621038,20.88185357,2600.372377,-118.5563346,34.27586699,132901.5668,-414550.6955,0.0233644859813084
060371081032,1466.0,17.3943,173375,0,-0.135714286,130.0550842,1.220320237,10.1047101,1201.32401,-118.5463612,34.28762677,133799.6261,-413232.0035,0.0
060371081041,1738.0,21.9217,150550,0,0.0,83.24707031,0.826018681,14.07622042,2104.068636,-118.5460083,34.29431354,133820.7262,-412489.6501,0.036036036036036
060371082021,2138.0,16.3704,83667,0,0.015530303,57.32867432,0.750275206,21.37280048,2849.621023,-118.5751509,34.27752969,131166.7229,-414392.436,0.0270018621973929
060371091001,1036.0,33.3977,73056,0,-0.308333333,27.77627563,0.533728596,24.40440966,1941.061446,-118.4693878,34.27116622,140913.4945,-414946.651,0.075356415478615
060371091002,1639.0,40.1464,83393,0,0.0,101.500885,2.172178095,14.16222643,754.5421824,-118.4616296,34.27863569,141614.2336,-414106.4235,0.2356979405034324
060371092002,1106.0,21.8807,131629,0,0.5,10.00994873,0.352774493,16.29463616,3135.147302,-118.4783359,34.27549023,140082.0766,-414480.203,0.1121281464530892
060371092003,645.0,11.4729,125909,0,0.75,97.01477051,0.35148915,25.60728712,1835.049529,-118.4712947,34.28130478,140719.8172,-413824.7024,0.0
060371093002,1295.0,16.9112,108125,0,0.0,13.46551514,0.50012207,26.21947135,2589.36783,-118.4761198,34.26889234,140297.8346,-415208.8993,0.0120481927710843
060371093003,701.0,15.2639,153472,0,0.5,12.86871338,0.410984606,12.67437714,1705.65999,-118.4834995,34.27535923,139606.9929,-414502.353,0.0398550724637681
060371094002,1756.0,8.2005,129886,0,1.0,26.48431396,0.364280302,19.56092637,4820.463772,-118.4523593,34.27045929,142482.3425,-414999.6271,0.0149253731343283
060371094003,1478.0,17.659,56479,0,1.0,11.89361572,0.400848274,25.24981971,3687.180649,-118.4629388,34.26849143,141511.9754,-415233.7858,0.0494623655913978
060371095001,778.0,17.0951,49036,0,0.233333333,17.67089844,0.417465948,19.56876538,1863.625055,-118.4451266,34.27243358,143144.5595,-414769.7043,0.0219780219780219
060371095002,1985.0,4.6348,73594,0,1.0,24.40997314,0.501576029,18.1079547,3957.525648,-118.4391874,34.27281397,143690.5896,-414718.5201,0.0801393728222996
060371095003,936.0,17.8419,62500,0,-0.083333333,9.210083008,0.275470096,26.24835214,3397.827979,-118.451212,34.27783329,142574.5886,-414179.8295,0.0
060371096012,1182.0,17.4281,146443,0,1.0,9.855957031,0.284922543,16.98331442,4148.495891,-118.4564753,34.25313435,142134.7286,-416927.8134,0.0
060371096014,1892.0,20.7717,100326,0,0.0,17.55334473,0.751887843,9.565824927,2516.332744,-118.450971,34.25803016,142632.6741,-416376.4154,0.0170454545454545
060371096032,1161.0,7.149,85479,0,1.0,4.75189209,0.320205784,17.20841719,3625.793343,-118.46298,34.25544932,141531.6333,-416680.7262,0.0204498977505112
060371096033,1801.0,6.8295,77984,0,0.142857143,11.90338135,0.358519596,23.15432476,5023.435311,-118.469735,34.25368033,140912.849,-416887.037,0.0683371298405467
060371096041,849.0,16.49,78393,0,0.411363636,15.75756836,0.414254788,25.72820554,2049.463335,-118.4697114,34.26158275,140900.8635,-416010.3188,0.0159235668789808
060371096042,910.0,21.4286,119722,0,0.2875,4.139923096,0.327102334,15.04247043,2782.003997,-118.462974,34.25909529,141525.6336,-416276.2393,0.1544715447154471
060371096043,1141.0,14.7239,101797,0,0.5,16.58691406,0.433520469,18.14632405,2631.940316,-118.46298,34.26335594,141517.4115,-415803.5761,0.0112676056338028
060371097001,1543.0,21.711,166094,0,0.75,18.02474976,0.591806951,27.93348627,2607.26914,-118.4755385,34.26189296,140363.8321,-415984.5474,0.0
060371097002,1903.0,21.7026,85093,0,1.0,20.84912109,0.585432671,15.92696602,3250.587288,-118.4859714,34.26293427,139401.4636,-415884.4174,0.0448028673835125
060371097003,887.0,15.1071,98854,0,1.0,6.946960449,0.409620549,15.19051429,2165.418709,-118.481352,34.26056436,139830.9654,-416140.532,0.1589958158995816
060371098001,1418.0,19.1114,115326,0,1.0,6.852081299,0.33793738,16.76372956,4196.043656,-118.4842881,34.2530839,139573.91,-416974.7315,0.0
060371098002,936.0,17.5214,74803,0,-0.375,3.372650146,0.285661703,17.72509223,3276.60302,-118.4777926,34.25554615,140167.6074,-416691.9904,0.0
060371098003,1294.0,20.8655,51912,0,0.166666667,10.3661499,0.356497297,15.57965383,3629.761041,-118.4883192,34.25427545,139200.6346,-416848.4687,0.1092077087794432
060371111001,1043.0,21.9559,112500,0,0.333333333,12.52633667,0.472112164,16.67347285,2209.220773,-118.4956247,34.26650704,138506.4455,-415502.2034,0.0108695652173913
060371111002,2033.0,12.1495,119531,0,0.566666667,20.81838989,0.587132997,16.54397087,3462.588565,-118.494623,34.2697595,138592.9336,-415139.9103,0.0728241563055062
060371112011,870.0,19.4253,111439,0,-0.466666667,24.24658203,0.485031531,21.64655108,1793.697821,-118.4977125,34.2743978,138300.3626,-414629.8449,0.0
060371112012,1801.0,12.1044,123750,0,0.0,31.2651062,0.76363035,16.39383812,2358.470955,-118.508646,34.27491909,137293.0021,-414587.9038,0.0171673819742489
060371112013,585.0,28.547,111625,0,0.666666667,41.1819458,0.664147387,13.32275489,880.8285801,-118.5209595,34.27505324,136159.2875,-414590.7784,0.0
060371112021,1307.0,9.4874,121958,0,0.75,23.69570923,0.485526304,15.32869419,2691.924186,-118.51425,34.26847483,136788.35,-415310.9372,0.0974124809741248
060371112022,1655.0,29.3051,97308,0,-0.038636364,23.87414551,0.733444754,13.51115755,2256.475338,-118.522471,34.26843657,136031.5914,-415327.0103,0.0464646464646464
060371112023,2708.0,10.3397,111005,0,-0.3125,22.34451294,0.64772078,15.58789452,4180.813838,-118.5066043,34.26842657,137492.2912,-415305.2314,0.0073349633251833
060371112041,2132.0,24.4841,223906,0,0.333333333,69.92260742,1.412471183,13.58453063,1509.411325,-118.5459532,34.25857254,133886.6127,-416454.7571,0.0239680426098535
060371112043,1350.0,31.5556,146793,0,1.0,61.52532959,1.08943712,15.0559564,1239.172023,-118.5515244,34.26135202,133368.9581,-416154.2532,0.0235602094240837
060371112051,1289.0,17.6106,170000,0,-0.25,32.75546265,0.512065516,11.21428521,2517.256012,-118.5396702,34.25336167,134474.0047,-417023.9578,0.0
060371112052,944.0,17.9025,100052,0,-0.25,28.31884766,0.336083288,7.998321807,2808.827558,-118.5333623,34.25452744,135052.8185,-416885.6621,0.0371900826446281
060371112053,1646.0,9.0522,77125,0,-0.160714286,24.90948486,0.310911353,14.61101883,5294.113531,-118.5300778,34.25263237,135358.5014,-417091.215,0.0686274509803921
060371112062,634.0,16.4038,183272,0,1.0,48.05700684,0.511412171,17.91008725,1239.70456,-118.5337785,34.27025745,134987.5017,-415141.1617,0.0331753554502369
060371112064,760.0,28.2895,140179,0,-1.325757576,31.91790771,0.475971465,13.55914398,1596.734376,-118.5381599,34.26286111,134596.8123,-415967.9466,0.0517241379310344
060371112065,1014.0,19.7239,198173,0,0.666666667,14.87298584,0.515525611,13.75940268,1966.924587,-118.5326089,34.26099219,135111.0826,-416167.39,0.0
060371113022,1187.0,16.9334,57609,0,0.411111111,11.37670898,0.193732991,13.91267089,6126.989502,-118.5215742,34.25488115,136137.6037,-416829.5625,0.0489361702127659
060371131011,1553.0,28.7186,116653,0,0.5,57.62176514,1.099861769,13.37735796,1411.99562,-118.5860063,34.26865081,130182.1786,-415392.4422,0.0145719489981785
060371131012,1972.0,27.5862,122333,0,-0.366666667,27.35702515,1.168114468,11.79943201,1688.190716,-118.5877254,34.2607623,130036.9579,-416269.9661,0.1296875
060371131022,1136.0,19.4542,175417,0,-0.7,64.01687622,1.696500762,11.74666356,669.6136102,-118.5745984,34.26513879,131238.2472,-415766.3445,0.0
060371132111,1945.0,21.5424,117321,0,0.142857143,117.3828125,2.152470989,12.17806972,903.6126433,-118.6026286,34.27145122,128647.3492,-415104.448,0.0
060371132112,2303.0,24.9674,108226,0,0.25,276.4945984,5.131350098,4.947851406,448.8097588,-118.6205591,34.26382265,127009.0251,-415974.9549,0.03954802259887
060371132121,769.0,27.4382,91154,0,1.0,12.02377319,0.545485315,17.35364091,1409.753807,-118.6056264,34.26029581,128389.5765,-416346.1152,0.0209424083769633
060371132122,2119.0,18.0274,108913,0,0.805555556,14.59732056,0.453065309,12.9400279,4677.029905,-118.5985735,34.26114918,129037.5422,-416241.8661,0.0
060371132131,3586.0,15.5326,136736,0,0.8,14.96356201,0.888588044,17.25457444,4035.615855,-118.610026,34.25325323,127995.9624,-417133.3751,0.0545094152626362
060371132132,1501.0,17.988,90179,0,0.583333333,13.88909912,0.412270197,13.57255547,3640.816173,-118.6010863,34.25368924,128818.4021,-417072.8967,0.068212824010914
060371132312,1335.0,20.2247,120125,0,0.5,42.35072327,0.921448435,13.22927369,1448.805976,-118.6311412,34.22201913,126101.7404,-420626.7521,0.0789980732177264
060371132321,2837.0,16.4611,160833,0,0.916666667,62.71177673,1.158126672,13.95201727,2449.645681,-118.6165562,34.2243881,127441.3986,-420344.4426,0.0
060371132342,1043.0,15.0527,100332,0,0.35,10.272995,0.27564209,14.02676631,3783.892362,-118.5920476,34.22417501,129699.3008,-420334.8456,0.0325443786982248
060371132371,3009.0,24.7591,129417,0,0.402777778,263.7235413,3.990671435,7.652970302,754.0084543,-118.6127212,34.24497051,127761.2416,-418055.8973,0.0447609359104781
060371132372,1716.0,15.035,191458,0,1.0,84.1802063,0.75659927,12.24074134,2268.043424,-118.6126394,34.23998939,127776.8623,-418608.3896,0.2393162393162393
060371133012,4061.0,15.6612,101528,0,-0.202445652,33.91471863,1.770020079,10.44768957,2294.324256,-118.5586936,34.24147915,132742.4187,-418369.0006,0.1045081967213114
060371133032,1191.0,31.4861,85673,0,0.193376068,37.85461426,3.217099159,7.188283192,370.2092914,-118.5812912,34.24309523,130658.681,-418221.1054,0.0578125
060371133221,1852.0,24.622,130200,0,1.0,24.37237549,1.017879857,14.37897545,1819.46817,-118.5669732,34.25372545,131959.3937,-417021.964,0.0
060371133222,2732.0,20.4612,115222,0,0.293181818,17.22433472,0.768935417,14.40777897,3552.964191,-118.5789713,34.25361535,130854.8268,-417050.8079,0.1060240963855421
060371151011,1320.0,27.1212,167629,0,1.0,25.73175049,1.294980748,13.70475074,1019.320173,-118.511172,34.24668874,137109.6621,-417723.4271,0.262350936967632
060371151012,1956.0,21.8303,119179,0,0.444444444,32.63912964,1.453835195,13.02237249,1345.406967,-118.5119541,34.2388461,137051.301,-418594.6026,0.0336322869955156
060371151013,1402.0,25.3923,151139,0,0.261904762,12.03033447,1.133562522,11.44207015,1236.80871,-118.5103692,34.23191774,137209.3395,-419360.9212,0.0
